0,1,2,3,4,5
1,21.346552,6.699338,11.150864,165.372908,134479.584404
1,14.804223,5.579057,15.690912,253.371556,266278.252776
1,22.707557,6.909605,7.815813,245.804547,66067.463103
2,-19.450875,-6.394956,6.589898,322.641949,15655.808197
2,20.131357,6.505857,3.83742,87.576168,15926.412239
2,21.109898,6.662099,7.076054,277.444385,54152.889287
3,-17.342195,-6.038374,8.220624,232.883612,24362.827829
3,21.658806,6.748158,10.480739,102.761754,118801.829883
3,25.2348,7.283966,4.043744,287.696669,17685.064102
4,18.851266,6.295616,7.106279,221.970061,54616.499298
4,13.666811,5.360454,4.982544,134.660686,26849.829599
4,25.123475,7.267882,10.729783,193.668318,124514.878037
4,11.065833,4.823475,5.269734,35.8902,30034.248414
5,-16.523579,-5.894135,4.562257,332.78227,7503.736554
5,-15.719106,-5.748863,22.186186,155.087341,177453.015725
5,17.92863,6.139621,10.176626,255.317198,112007.462452
5,17.785296,6.115029,10.08434,80.068192,109985.20255
6,17.678962,6.096722,7.757097,250.89969,65078.542558
6,26.912389,7.522187,7.518309,167.771219,61133.565691
6,15.671402,5.740133,13.220855,78.650902,189042.053994
6,24.141962,7.124498,4.295634,11.448958,19956.93963
7,8.217591,4.15662,4.889021,14.075665,25851.340689
7,-13.480975,-5.323885,11.236214,324.346652,45515.374344
7,22.28689,6.845304,4.906536,37.253506,26036.898333
7,18.42937,6.224769,11.296837,336.317757,138023.50514
7,5.91891,3.527677,4.34727,118.226361,20439.610531
8,11.334416,4.881661,16.783334,300.552211,304646.232127
8,24.464882,7.171988,4.224825,13.451484,19304.422969
8,14.206848,5.465336,4.500704,307.287771,21907.871894
8,-29.026117,-7.812004,2.728978,282.8104,2684.838134
8,32.573297,8.275588,7.432169,43.359324,59740.731672
9,-28.174771,-7.696587,6.647725,180.843077,15931.775963
9,-18.835186,-6.292931,8.503474,318.507679,26068.188178
9,13.431931,5.314192,8.590265,41.371027,79809.112442
9,22.09329,6.815508,2.785446,307.432638,8391.293312
9,20.970844,6.64012,3.050717,340.7198,10065.6786
10,8.450239,4.215048,8.652578,256.438271,80971.156969
10,-18.737754,-6.276633,6.67229,75.667769,16049.735459
10,15.571137,5.721741,15.534205,314.078874,260986.125963
10,26.141871,7.413723,7.363715,211.757101,58645.316375
10,14.725467,5.564198,5.595413,325.896666,33861.299737
10,19.298904,6.369925,3.811035,297.950068,15708.152646
11,29.634883,7.8935,4.051675,73.755728,17754.503917
11,17.379824,6.044922,1.636222,251.653037,2895.500068
11,11.921778,5.006549,2.588017,347.971893,7243.918974
11,20.9525,6.637216,5.197574,228.039606,29217.337504
11,14.324566,5.487932,12.536405,136.30884,169975.11968
11,20.198338,6.516671,6.061991,205.147878,39743.84203
12,18.320707,6.206391,11.272769,89.984536,137436.025084
12,11.232793,4.859727,3.276517,253.95013,11610.857364
12,12.364923,5.09875,6.862015,173.31091,50926.357003
12,-9.13853,-4.38335,6.448644,17.219015,14991.839092
12,-15.166078,-5.646829,7.546485,128.758787,20530.877792
12,12.313011,5.088036,11.916358,326.607946,153577.080367
13,18.084848,6.166311,10.130612,151.105735,110996.862737
13,23.232546,6.989022,4.955237,94.702947,26556.337637
13,20.893436,6.627854,9.742043,113.9776,102645.381309
13,-1.433502,1.73607,8.797545,62.446126,83707.101708
13,23.224165,6.987761,8.875881,258.258928,85204.443663
13,11.872288,4.996147,3.449784,137.935921,12871.320147
13,-21.585732,-6.736765,13.147729,334.594162,62318.867948
14,15.488705,5.706575,8.900292,201.887288,85673.76919
14,28.739179,7.773296,16.934852,269.60691,310171.664394
14,19.406267,6.387619,10.037232,140.45311,108960.04657
14,9.702438,4.516567,12.215038,293.980853,161372.304439
14,18.21306,6.18813,11.956447,91.637515,154612.149149
14,17.611169,6.085021,3.983993,211.147195,17166.291322
14,4.567569,3.098921,6.217147,265.96506,41804.36814
15,10.913625,4.790188,6.470031,158.755402,45274.337549
15,13.311806,5.290375,4.004897,46.317269,17346.907678
15,18.251019,6.194576,2.671359,211.952422,7717.986145
15,17.43047,6.053723,8.129382,315.430389,71475.04382
15,31.115384,8.088269,3.401983,84.480544,12517.098216
15,-24.84576,-7.227601,11.536495,149.024243,47980.618716
15,18.100995,6.169063,8.273044,205.661043,74023.566316
16,6.216884,3.615384,12.788013,263.304197,176866.449301
16,18.425937,6.224189,14.443537,224.386154,225624.611817
16,28.524818,7.744251,7.361582,37.041151,58611.341528
16,3.925628,2.872914,11.061896,309.786346,132342.243238
16,7.978393,4.095677,5.516307,183.496609,32910.632179
16,34.495786,8.516301,6.131454,250.618641,40659.899864
16,25.634153,7.341376,10.606191,15.201927,121662.908503
16,22.484569,6.875595,3.919976,303.839518,16619.048626
17,15.383389,5.687141,5.669896,327.51217,34768.790909
17,7.910962,4.078333,4.836422,59.945804,25298.091555
17,-17.342355,-6.038402,5.377671,125.818033,10425.732934
17,19.776344,6.448237,9.220909,286.968464,91957.422443
17,21.241859,6.682889,8.410839,16.997613,76509.964946
