0,1,2,3,4,5
39,-30,-5.03603554,6.55415726,278,149178.234
39,31,5.11928129,4.74517584,224,78194.5312
39,-24,-4.50436687,2.17735839,213,16463.8574
39,17,3.79098964,6.87121582,337,163960.391
39,-31,-5.11928129,6.54416895,6,148723.891
39,21,4.21344948,4.86455441,115,82178.4297
39,-16,-3.67780018,6.56904125,185,149856.578
39,16,3.67780018,2.87833238,166,28770.9141
39,-23,-4.40952778,7.13697624,277,176888.766
39,24,4.50436687,7.18379784,46,179217.312
39,-35,-5.43953991,3.10738301,163,33532.1445
39,39,5.74196386,6.79902124,324,160533.094
40,-23,-4.40952778,4.16559649,314,59116.2617
40,11,3.0494709,5.20819855,322,92411.8438
40,-25,-4.59724998,7.22069168,201,177627.484
40,10,2.9075563,7.17903662,278,175583.984
40,-32,-5.20119476,7.07767773,109,170660.938
40,27,4.7776022,4.54723263,310,70444.4688
40,-34,-5.361269,7.35829973,170,184462.25
40,19,4.00779009,2.94534659,138,29554.6211
40,-16,-3.67780018,6.45221615,247,141830.734
40,26,4.68829393,6.39431906,91,139296.797
40,-22,-4.312603,6.34492874,78,137153.234
40,22,4.312603,2.23405361,198,17003.5547
40,-39,-5.74196386,7.74525261,252,204373.109
40,39,5.74196386,3.46866131,331,40989.8516
40,-35,-5.43953991,2.81703258,228,27035.6172
40,36,5.51670027,5.88870001,65,118138.492
40,-19,-4.00779009,6.38442039,204,138865.859
40,14,3.44026709,7.96660995,32,216221.891
40,-39,-5.74196386,6.83032036,105,158940.531
40,29,4.95138979,5.21638489,273,92702.5781
41,-24,-4.50436687,4.7888937,284,71314.7578
41,37,5.59279633,1.93856788,337,11686.1396
41,-30,-5.03603554,4.51869392,27,63494.3203
41,34,5.361269,3.70737004,18,42740.6289
41,-26,-4.68829393,3.79309297,40,44740.0
41,27,4.7776022,2.51700735,294,19700.5352
41,-14,-3.44026709,3.36984062,119,35312.4414
41,38,5.66787052,7.92669058,178,195385.734
41,-34,-5.361269,7.90093231,148,194117.953
41,14,3.44026709,1.97977543,133,12188.2354
41,-11,-3.0494709,4.09988213,277,52269.9102
41,20,4.11190557,6.73409653,314,141015.766
41,-13,-3.31512427,4.96245718,52,76577.7422
41,12,3.18506837,7.0257988,7,153497.188
41,-25,-4.59724998,7.61095572,109,180130.562
41,10,2.9075563,7.35746384,150,168331.453
41,-26,-4.68829393,2.90767384,141,26290.5957
41,35,5.43953991,3.27696633,62,33392.8125
41,-25,-4.59724998,7.97542858,162,197795.812
41,30,5.03603554,1.03960538,336,3360.82642
42,-31,-5.11928129,1.67187619,231,9276.62207
42,29,4.95138979,2.22820568,74,16477.5332
42,-9,-2.75835013,7.45732403,93,184564.297
42,14,3.44026709,1.26399803,261,5302.42383
42,-29,-4.95138979,7.04192734,102,164575.312
42,19,4.00779009,5.68793106,108,107371.82
42,-10,-2.9075563,6.06734562,118,122174.094
42,13,3.31512427,5.88755703,276,115040.805
42,-36,-5.51670027,1.19491434,138,4738.65527
42,15,3.56101489,7.93771076,165,209108.719
42,-20,-4.11190557,4.11840916,316,56291.2148
42,26,4.68829393,3.12332129,69,32375.3867
42,-14,-3.44026709,1.66841316,62,9238.23145
42,9,2.75835013,7.03377295,343,164194.391
42,-29,-4.95138979,1.63601923,16,8882.97461
42,31,5.11928129,1.59262204,248,8417.96387
42,-30,-5.03603554,7.21843672,315,172929.047
42,11,3.0494709,4.26667881,196,60417.332
42,-26,-4.68829393,3.09203553,207,31730.0391
42,36,5.51670027,7.84635162,78,204322.953
42,-36,-5.51670027,1.64493799,348,8980.09082
42,21,4.21344948,4.48368454,309,66719.3359
42,-24,-4.50436687,3.30307007,185,36209.0586
42,33,5.28183842,5.71125603,203,108254.227
42,-36,-5.51670027,6.1030407,97,123615.859
42,27,4.7776022,3.81223392,58,48232.6016
43,-30,-5.03603554,2.24320769,82,16498.7383
43,24,4.50436687,7.60792351,165,189777.203
43,-23,-4.40952778,5.37695599,56,94794.8438
43,13,3.31512427,1.51643872,57,7539.82861
43,-38,-5.66787052,7.78890038,236,198913.406
43,26,4.68829393,2.07643652,334,14136.7334
43,-17,-3.79098964,4.6883707,223,72070.1875
43,24,4.50436687,6.45072746,305,136436.047
43,-29,-4.95138979,2.37381649,312,18475.918
43,29,4.95138979,4.74466181,262,73811.1953
43,-11,-3.0494709,7.55486631,118,187139.438
43,25,4.59724998,2.66464925,202,23280.4746
43,-27,-4.7776022,6.78178453,281,150799.438
43,29,4.95138979,1.46526098,235,7039.49902
43,-23,-4.40952778,1.64993644,271,8925.78027
43,26,4.68829393,4.50669241,140,66592.8438
43,-26,-4.68829393,5.00126648,248,82010.9375
43,22,4.312603,1.31133556,255,5638.18701
43,-13,-3.31512427,4.63325596,261,70385.6875
43,24,4.50436687,4.13762665,229,56132.4961
43,-30,-5.03603554,4.10627937,136,55285.1836
43,9,2.75835013,2.24451613,223,16517.9902
43,-10,-2.9075563,1.58667731,62,8254.46582
43,24,4.50436687,5.28970909,302,91743.5156
43,-18,-3.90089607,5.1647315,21,87459.5469
44,10,2.9075563,4.66113186,227,73277.3281
44,-16,-3.67780018,3.64542603,137,44821.1953
44,12,3.18506837,5.67653894,81,108681.117
44,-20,-4.11190557,3.61121798,269,43983.9531
44,25,4.59724998,4.76387453,153,76543.3516
44,-26,-4.68829393,1.44469142,8,7039.42188
44,27,4.7776022,5.94107246,177,119046.477
