0,1,2,3,4,5
1,24.029391,7.107868,6.937729,263.563999,34704.254697
1,13.411089,5.310067,1.631273,77.64633,1918.673617
1,22.371877,6.858343,6.528749,275.991041,30733.216917
2,17.452187,6.057493,4.581435,267.608693,15133.90802
2,15.304525,5.672545,4.175228,101.732531,12569.224413
2,28.777053,7.778416,6.317864,177.424652,28779.854614
3,32.195085,8.227403,5.971598,353.631038,25711.606995
3,24.016733,7.105996,6.644393,91.911866,31831.615972
3,16.223552,5.840378,6.45098,75.458479,30005.401552
4,14.9037,5.59777,3.337169,234.447547,8029.795689
4,26.132582,7.412405,8.140723,49.015134,47783.064742
4,21.877322,6.782114,7.784958,5.746834,43697.901339
4,24.378656,7.159338,6.898351,128.855638,34311.416509
5,17.733873,6.106183,18.882792,271.319992,257087.223322
5,21.066448,6.655239,23.795978,181.948174,408277.261367
5,12.98517,5.225067,4.036174,118.176837,11745.941212
5,11.210986,4.855007,2.082466,318.688355,3126.828832
6,16.879795,5.957329,7.775259,82.02955,43589.095074
6,16.641633,5.915153,8.390104,317.426366,50755.46375
6,10.219154,4.635275,5.471515,305.360147,21585.554292
6,16.317388,5.857244,24.206733,240.998529,422493.895544
7,22.506257,6.87891,4.446049,224.746134,14252.682133
7,21.958807,6.794733,9.500484,311.684127,65078.79959
7,28.897254,7.794644,7.728713,241.493625,43068.769699
7,23.676572,7.055494,10.017297,253.179926,72351.772829
7,30.629437,8.024861,16.295268,270.683829,191456.935792
8,23.786793,7.071897,6.608297,273.534821,31486.703032
8,29.685718,7.900267,11.550784,37.956224,96199.09616
8,12.985037,5.22504,11.929611,217.328785,102612.58715
8,23.696453,7.058455,8.883562,148.618743,56901.319945
8,23.532295,7.033964,11.543735,280.570217,96081.713787
9,0.149387,0.560434,7.406972,346.684161,39557.555492
9,16.36843,5.866398,5.389389,275.901132,20942.432276
9,22.508041,6.879183,8.881319,297.360939,56872.58498
9,13.993046,5.424056,5.560566,149.808213,22293.899272
9,19.455029,6.395639,4.662598,190.856825,15674.874672
10,26.819468,7.50919,2.157644,355.940967,3356.663068
10,24.785502,7.218831,9.058948,40.631689,59170.282593
10,9.373285,4.439294,5.955345,5.845125,25571.838555
10,25.008567,7.251242,5.939165,44.92779,25433.07683
10,7.234581,3.900091,3.672653,149.279859,9725.40907
10,22.447443,6.869916,8.466519,64.173343,51684.208856
11,11.812093,4.983465,3.898927,47.409767,10960.702178
11,25.927133,7.383211,6.736913,108.611531,32724.271878
11,13.726405,5.372129,5.071184,104.414152,18542.433639
11,16.667869,5.919814,4.246639,351.403069,13002.855891
11,16.05173,5.809369,15.477024,236.09261,172712.186059
11,18.900029,6.303754,3.434337,115.935346,8504.206019
12,28.787222,7.77979,10.748648,49.592564,83302.060717
12,26.671772,7.488485,9.401652,261.074054,63731.834331
12,20.540758,6.571677,15.572641,58.200471,174852.820337
12,17.593236,6.081922,7.282522,28.437033,38239.453588
12,13.818741,5.390167,4.373376,153.397532,13790.555245
